id,time,time_received,latitude,longitude,altitude,geo_altitude,height,velocity_x,velocity_y,velocity_z,vertical_accuracy,horizontal_accuracy,speed_accuracy,pressure
8115376,2023-04-03 09:03:25+00,2023-04-03 09:03:25.761801+00,50.045936584472656,14.409505844116211,85.79,242.5,-38.42,4.800000000000001,17.2,0,4,11,4,1002.9875000000001
8115377,2023-04-03 09:03:26+00,2023-04-03 09:03:26.542832+00,50.04608917236328,14.40956974029541,86.58,242.5,-37.63,4.6000000000000005,17,0,4,11,3,1002.8937500000001
8115378,2023-04-03 09:03:27+00,2023-04-03 09:03:27.775793+00,50.046241760253906,14.40963363647461,86.74,242.5,-37.47,4.4,16.8,0,4,11,4,1002.875
8115379,2023-04-03 09:03:28+00,2023-04-03 09:03:28.369096+00,50.04639434814453,14.409695625305176,86.37,242.5,-37.84,4.4,16.6,0,4,11,4,1002.91875
8115380,2023-04-03 09:03:29+00,2023-04-03 09:03:30.270995+00,50.04654312133789,14.409756660461426,87.37,242.5,-36.84,4.2,16.6,0,4,11,4,1002.8000000000001
8115381,2023-04-03 09:03:30+00,2023-04-03 09:03:30.833957+00,50.04669189453125,14.409815788269043,85.63,242.5,-38.58,4.2,16.400000000000002,0,4,11,3,1003.00625
8115382,2023-04-03 09:03:31+00,2023-04-03 09:03:31.616541+00,50.04683303833008,14.409870147705078,85.42,242.5,-38.79,3.8000000000000003,15.8,0,4,11,3,1003.03125
8115384,2023-04-03 09:03:32+00,2023-04-03 09:03:33.48729+00,50.04697036743164,14.409919738769531,85.37,243,-38.84,3.6,15,0,4,11,3,1003.0375
8115383,2023-04-03 09:03:33+00,2023-04-03 09:03:33.451453+00,50.0471076965332,14.409961700439453,86.84,242.5,-37.37,2.8000000000000003,15.200000000000001,0,4,11,3,1002.8625000000001
8115385,2023-04-03 09:03:34+00,2023-04-03 09:03:34.628723+00,50.047245025634766,14.409997940063477,88.63,242.5,-35.58,2.6,15.4,0,4,11,4,1002.6500000000001
8115386,2023-04-03 09:03:35+00,2023-04-03 09:03:35.28481+00,50.047386169433594,14.410032272338867,84.69,242,-39.52,2.4000000000000004,15.4,0,4,11,4,1003.1187500000001
8115387,2023-04-03 09:03:36+00,2023-04-03 09:03:37.331822+00,50.047523498535156,14.410058975219727,85.16,242,-39.05,1.8,15,-0.2,4,11,4,1003.0625
8115388,2023-04-03 09:03:37+00,2023-04-03 09:03:37.54229+00,50.04765701293945,14.410072326660156,83.38,241.5,-40.83,1,15,-0.4,4,11,4,1003.2750000000001
8115389,2023-04-03 09:03:38+00,2023-04-03 09:03:38.768351+00,50.04779815673828,14.410065650939941,83.8,240.5,-40.41,-0.4,15.4,-0.4,4,11,3,1003.225
8115390,2023-04-03 09:03:39+00,2023-04-03 09:03:42.508859+00,50.047943115234375,14.410037994384766,83.54,240,-40.67,-1.8,15.8,-0.6000000000000001,4,11,3,1003.25625
8115392,2023-04-03 09:03:40+00,2023-04-03 09:03:42.964603+00,50.04808807373047,14.409990310668945,83.96,239,-40.25,-3.4000000000000004,16.2,-0.6000000000000001,4,11,3,1003.2062500000001
8115391,2023-04-03 09:03:41+00,2023-04-03 09:03:42.920778+00,50.04823684692383,14.409918785095215,81.18,238.5,-43.03,-5,16.2,-0.6000000000000001,4,11,4,1003.5375
8115393,2023-04-03 09:03:42+00,2023-04-03 09:03:43.002515+00,50.04838180541992,14.40982723236084,80.34,237.5,-43.87,-6.4,15.8,-0.6000000000000001,4,11,3,1003.6375
8115394,2023-04-03 09:03:43+00,2023-04-03 09:03:43.923702+00,50.048526763916016,14.409730911254883,81.23,237,-42.98,-6.800000000000001,16.400000000000002,-0.6000000000000001,4,10,3,1003.53125
8115396,2023-04-03 09:03:44+00,2023-04-03 09:03:46.879131+00,50.048667907714844,14.409607887268066,81.28,237,-42.93,-8.6,15.600000000000001,-0.2,4,10,3,1003.5250000000001
8115395,2023-04-03 09:03:45+00,2023-04-03 09:03:46.842301+00,50.0488166809082,14.409463882446289,79.08,236,-45.13,-10,16.2,-0.4,4,10,2,1003.7875
8115397,2023-04-03 09:03:46+00,2023-04-03 09:03:46.940009+00,50.04895782470703,14.409310340881348,79.92,235,-44.29,-10.8,15.600000000000001,-0.6000000000000001,4,10,2,1003.6875
8115398,2023-04-03 09:03:47+00,2023-04-03 09:03:54.11124+00,50.04910659790039,14.409177780151367,78.76,234,-45.45,-9.600000000000001,16.400000000000002,-0.8,4,10,2,1003.825
8115399,2023-04-03 09:03:57+00,2023-04-03 09:04:04.415306+00,50.0507698059082,14.408222198486328,84.95,230.5,-39.26,-1.4000000000000001,20,-0.2,3,8,2,1003.0875000000001
8115400,2023-04-03 09:03:58+00,2023-04-03 09:04:04.741191+00,50.05077362060547,14.408153533935547,84.69,234,-39.52,0.6000000000000001,17.6,0,3,9,3,1003.1187500000001
8115401,2023-04-03 09:03:59+00,2023-04-03 09:04:04.790705+00,50.05073165893555,14.408068656921387,85.53,243,-38.68,0.6000000000000001,16.8,0.6000000000000001,4,9,3,1003.0187500000001
8115402,2023-04-03 09:04:00+00,2023-04-03 09:04:04.934853+00,50.05086135864258,14.408065795898438,87.52,245.5,-36.69,0.4,17.400000000000002,0.6000000000000001,4,9,3,1002.78125
8115403,2023-04-03 09:04:01+00,2023-04-03 09:04:04.976149+00,50.051002502441406,14.408072471618652,88,246.5,-36.21,0.4,17,0.6000000000000001,4,9,3,1002.725
8115404,2023-04-03 09:04:02+00,2023-04-03 09:04:05.025803+00,50.051151275634766,14.408075332641602,90.46,247.5,-33.75,0.2,16.8,0.6000000000000001,4,10,3,1002.4312500000001
8115405,2023-04-03 09:04:03+00,2023-04-03 09:04:05.132329+00,50.051307678222656,14.40807056427002,89.99,248.5,-34.22,0,17,0.6000000000000001,4,10,3,1002.4875000000001
8115406,2023-04-03 09:04:04+00,2023-04-03 09:04:05.172762+00,50.05146026611328,14.408061027526855,87.63,249.5,-36.58,-0.6000000000000001,16.400000000000002,0.8,4,10,2,1002.7687500000001
8115407,2023-04-03 09:04:05+00,2023-04-03 09:04:12.153647+00,50.05161666870117,14.408042907714844,91.09,249.5,-33.12,-1,16.8,0.6000000000000001,4,10,3,1002.35625
8115408,2023-04-03 09:04:06+00,2023-04-03 09:04:20.656828+00,50.05177688598633,14.408023834228516,91.77,250,-32.44,-1.4000000000000001,16.8,0.4,4,10,3,1002.2750000000001
8115409,2023-04-03 09:04:07+00,2023-04-03 09:04:20.714439+00,50.051937103271484,14.407999992370605,92.98,251,-31.23,-1.4000000000000001,17.2,0.6000000000000001,4,10,3,1002.13125
8115410,2023-04-03 09:04:08+00,2023-04-03 09:04:20.900549+00,50.05209732055664,14.407979011535645,94.82,251.5,-29.39,-1.6,17.2,0.6000000000000001,4,10,3,1001.9125
8115411,2023-04-03 09:04:09+00,2023-04-03 09:04:20.937381+00,50.05225372314453,14.40796184539795,94.08,252,-30.13,-1.4000000000000001,17.400000000000002,0.8,4,10,3,1002
8115412,2023-04-03 09:04:10+00,2023-04-03 09:04:20.978955+00,50.05241394042969,14.407942771911621,95.77,252.5,-28.44,-1.4000000000000001,17.400000000000002,0.8,4,10,3,1001.8000000000001
8115413,2023-04-03 09:04:11+00,2023-04-03 09:04:21.016986+00,50.05257034301758,14.40792179107666,96.45,253,-27.76,-1.4000000000000001,17.400000000000002,0.6000000000000001,4,10,3,1001.71875
8115416,2023-04-03 09:04:12+00,2023-04-03 09:04:21.170885+00,50.052730560302734,14.407896041870117,97.13,254,-27.08,-1.6,17.400000000000002,0.6000000000000001,4,10,3,1001.6375
8115415,2023-04-03 09:04:13+00,2023-04-03 09:04:21.136948+00,50.052886962890625,14.407881736755371,99.44,254.5,-24.77,-1.2000000000000002,17,0.4,4,10,3,1001.3625000000001
8115414,2023-04-03 09:04:14+00,2023-04-03 09:04:21.102282+00,50.05303955078125,14.40786361694336,101.39,255,-22.82,-1.2000000000000002,17,0.2,4,10,3,1001.13125
8115417,2023-04-03 09:04:15+00,2023-04-03 09:04:21.265596+00,50.053192138671875,14.407841682434082,97.13,256,-27.08,-1.4000000000000001,17,0.4,4,10,3,1001.6375
8115418,2023-04-03 09:04:16+00,2023-04-03 09:04:21.310141+00,50.053348541259766,14.407817840576172,98.71,256,-25.5,-1.6,17.2,0.4,4,10,3,1001.45
8115419,2023-04-03 09:04:17+00,2023-04-03 09:04:21.344363+00,50.053504943847656,14.407793998718262,101.33,256.5,-22.88,-1.6,17.400000000000002,0.4,4,10,3,1001.1375
8115420,2023-04-03 09:04:18+00,2023-04-03 09:04:21.379256+00,50.05366134643555,14.4077730178833,101.07,256.5,-23.14,-1.6,17.2,0.2,4,10,3,1001.16875
8115421,2023-04-03 09:04:19+00,2023-04-03 09:04:21.413454+00,50.0538215637207,14.407745361328125,101.44,256.5,-22.77,-1.8,17.6,0.2,4,10,3,1001.125
8115422,2023-04-03 09:04:20+00,2023-04-03 09:04:21.447301+00,50.053977966308594,14.407719612121582,100.86,256,-23.35,-2,17.400000000000002,0,4,10,4,1001.19375
8115423,2023-04-03 09:04:21+00,2023-04-03 09:04:21.778587+00,50.05413818359375,14.407678604125977,100.55,256,-23.66,-2.8000000000000003,17.6,0,4,10,3,1001.23125
8115424,2023-04-03 09:04:22+00,2023-04-03 09:04:22.317396+00,50.054298400878906,14.407625198364258,103.01,256,-21.2,-3.8000000000000003,17.8,0,4,10,3,1000.9375
8115425,2023-04-03 09:04:23+00,2023-04-03 09:04:23.402113+00,50.05446243286133,14.407567977905273,106.12,255.5,-18.09,-4.2,18,0,4,10,3,1000.56875
8115426,2023-04-03 09:04:24+00,2023-04-03 09:04:24.925465+00,50.054622650146484,14.407505989074707,104.33,255.5,-19.88,-4.4,18,0,4,10,4,1000.78125
8115427,2023-04-03 09:04:25+00,2023-04-03 09:04:25.403136+00,50.054786682128906,14.407443046569824,102.38,255,-21.83,-4.4,18,-0.2,4,10,4,1001.0125
8115428,2023-04-03 09:04:26+00,2023-04-03 09:04:26.628598+00,50.0549430847168,14.407381057739258,101.28,254.5,-22.93,-4.4,17.400000000000002,-0.2,4,10,4,1001.1437500000001
8115429,2023-04-03 09:04:27+00,2023-04-03 09:04:28.26978+00,50.055091857910156,14.407322883605957,102.75,254,-21.46,-4.2,16.6,-0.2,4,10,4,1000.96875
8115430,2023-04-03 09:04:28+00,2023-04-03 09:04:28.683099+00,50.05523681640625,14.40726375579834,99.49,253.5,-24.72,-4.2,16.2,-0.2,4,10,3,1001.35625
8115431,2023-04-03 09:04:29+00,2023-04-03 09:04:29.403779+00,50.05538558959961,14.407206535339355,98.81,253.5,-25.4,-4,16.400000000000002,-0.2,4,10,3,1001.4375
8115432,2023-04-03 09:04:30+00,2023-04-03 09:04:30.459507+00,50.055538177490234,14.407150268554688,98.6,253,-25.61,-4,16.6,-0.2,4,10,4,1001.4625000000001
8115433,2023-04-03 09:04:31+00,2023-04-03 09:04:31.728741+00,50.055694580078125,14.407100677490234,98.71,253,-25.5,-3.6,17,-0.2,4,10,3,1001.45
8115434,2023-04-03 09:04:32+00,2023-04-03 09:04:32.523858+00,50.055850982666016,14.407057762145996,98.76,252.5,-25.45,-3,17.6,-0.2,4,10,3,1001.44375
8115435,2023-04-03 09:04:33+00,2023-04-03 09:04:33.64766+00,50.05601119995117,14.407022476196289,97.97,252.5,-26.24,-2.4000000000000004,17.8,-0.2,4,10,3,1001.5375
8115436,2023-04-03 09:04:34+00,2023-04-03 09:04:34.21784+00,50.05617904663086,14.406984329223633,98.55,252.5,-25.66,-2.4000000000000004,18.400000000000002,-0.2,4,10,3,1001.46875
8115437,2023-04-03 09:04:35+00,2023-04-03 09:04:35.765544+00,50.05634689331055,14.406953811645508,100.7,252.5,-23.51,-2.2,18.8,-0.2,4,10,3,1001.2125000000001
8115438,2023-04-03 09:04:36+00,2023-04-03 09:04:36.545713+00,50.0565185546875,14.406923294067383,97.5,252.5,-26.71,-2,18.8,-0.2,4,10,3,1001.59375
8115439,2023-04-03 09:04:37+00,2023-04-03 09:04:38.939874+00,50.05668640136719,14.406895637512207,96.34,252,-27.87,-1.8,18.8,-0.2,4,10,3,1001.73125
8115440,2023-04-03 09:04:38+00,2023-04-03 09:04:38.981376+00,50.05685806274414,14.406867027282715,96.34,251.5,-27.87,-2,19,-0.2,4,10,3,1001.73125
8115441,2023-04-03 09:04:39+00,2023-04-03 09:04:39.232783+00,50.05702590942383,14.406840324401855,94.5,251.5,-29.71,-1.8,18.8,-0.2,4,10,4,1001.95
8115443,2023-04-03 09:04:40+00,2023-04-03 09:04:41.559537+00,50.05719757080078,14.406814575195312,94.66,251,-29.55,-1.6,18.6,-0.2,4,10,3,1001.9312500000001
8115442,2023-04-03 09:04:41+00,2023-04-03 09:04:41.518504+00,50.05736541748047,14.406786918640137,93.82,250.5,-30.39,-1.8,18.6,-0.2,4,10,3,1002.03125
8115444,2023-04-03 09:04:42+00,2023-04-03 09:04:42.609547+00,50.05753707885742,14.406760215759277,92.56,250.5,-31.65,-1.8,18.8,-0.2,4,10,3,1002.1812500000001
8115445,2023-04-03 09:04:43+00,2023-04-03 09:04:45.443371+00,50.057701110839844,14.406731605529785,95.5,250,-28.71,-1.8,18.6,-0.2,4,10,3,1001.8312500000001
8115446,2023-04-03 09:04:44+00,2023-04-03 09:04:45.485862+00,50.0578727722168,14.40670394897461,94.08,250,-30.13,-1.8,18.6,0,4,10,4,1002
8115447,2023-04-03 09:04:45+00,2023-04-03 09:04:45.52878+00,50.058040618896484,14.406675338745117,93.56,250,-30.65,-2,18.6,0,4,10,3,1002.0625
8115448,2023-04-03 09:04:46+00,2023-04-03 09:04:46.532359+00,50.05820846557617,14.406647682189941,96.34,250,-27.87,-1.8,18.6,0,4,10,3,1001.73125
8115450,2023-04-03 09:04:47+00,2023-04-03 09:04:50.703782+00,50.058372497558594,14.406620979309082,94.66,249.5,-29.55,-1.8,18.400000000000002,0,4,10,3,1001.9312500000001
8115449,2023-04-03 09:04:48+00,2023-04-03 09:04:50.650438+00,50.058536529541016,14.406595230102539,95.19,249.5,-29.02,-1.8,18.2,0,4,10,4,1001.8687500000001
8115451,2023-04-03 09:04:49+00,2023-04-03 09:04:50.753146+00,50.0587043762207,14.406569480895996,93.66,249.5,-30.55,-1.6,18,0,4,10,4,1002.0500000000001
8115452,2023-04-03 09:04:50+00,2023-04-03 09:04:50.79647+00,50.05886459350586,14.406547546386719,95.14,249.5,-29.07,-1.6,17.8,0,4,10,4,1001.875
8115453,2023-04-03 09:04:51+00,2023-04-03 09:04:51.441725+00,50.059024810791016,14.406521797180176,94.45,249.5,-29.76,-1.6,17.6,0,4,10,3,1001.9562500000001
8115454,2023-04-03 09:04:52+00,2023-04-03 09:05:01.707537+00,50.05918502807617,14.406497955322266,93.19,249.5,-31.02,-1.8,17.6,0,4,10,4,1002.10625
8115455,2023-04-03 09:04:53+00,2023-04-03 09:05:01.777602+00,50.05934524536133,14.406472206115723,95.08,249.5,-29.13,-1.6,17.8,0,4,10,4,1001.88125
8115456,2023-04-03 09:04:54+00,2023-04-03 09:05:01.821308+00,50.059505462646484,14.40644645690918,95.35,249.5,-28.86,-1.8,17.8,0,4,10,3,1001.85
8115457,2023-04-03 09:04:55+00,2023-04-03 09:05:01.866306+00,50.05966567993164,14.406420707702637,96.87,250,-27.34,-1.8,18,0,4,10,3,1001.66875
8115458,2023-04-03 09:04:56+00,2023-04-03 09:05:01.914243+00,50.05982971191406,14.406394004821777,98.08,250,-26.13,-1.8,18,0,4,10,3,1001.5250000000001
8115459,2023-04-03 09:04:57+00,2023-04-03 09:05:01.967061+00,50.059993743896484,14.40636920928955,97.81,249.5,-26.4,-1.8,18,0,4,10,3,1001.5562500000001
8115460,2023-04-03 09:04:58+00,2023-04-03 09:05:02.005558+00,50.06015396118164,14.406344413757324,98.13,249.5,-26.08,-1.8,18,0,4,10,3,1001.5187500000001
8115461,2023-04-03 09:04:59+00,2023-04-03 09:05:02.164191+00,50.06032180786133,14.4063138961792,96.92,249.5,-27.29,-2,18.400000000000002,0,4,10,3,1001.6625
8115463,2023-04-03 09:05:00+00,2023-04-03 09:05:02.275947+00,50.06049346923828,14.406286239624023,96.4,249,-27.81,-1.8,18.6,-0.2,4,10,3,1001.725
8115462,2023-04-03 09:05:01+00,2023-04-03 09:05:02.212362+00,50.060665130615234,14.40626049041748,95.35,249.5,-28.86,-1.8,18.8,0,4,10,3,1001.85
8115464,2023-04-03 09:05:02+00,2023-04-03 09:05:02.818915+00,50.06083679199219,14.406233787536621,96.5,249.5,-27.71,-2,19,0,4,10,3,1001.7125000000001
8115465,2023-04-03 09:05:03+00,2023-04-03 09:05:03.909261+00,50.06100845336914,14.406206130981445,101.28,249,-22.93,-1.8,19,0,4,10,3,1001.1437500000001
8115466,2023-04-03 09:05:04+00,2023-04-03 09:05:04.539684+00,50.06117630004883,14.406179428100586,94.56,249,-29.65,-1.8,19,0,4,10,3,1001.94375
8115467,2023-04-03 09:05:05+00,2023-04-03 09:05:05.562026+00,50.06134796142578,14.406150817871094,95.87,249,-28.34,-2,18.8,0,4,10,4,1001.7875
8115468,2023-04-03 09:05:06+00,2023-04-03 09:05:06.840965+00,50.06151580810547,14.406118392944336,94.45,248.5,-29.76,-2.2,18.8,0,4,10,3,1001.9562500000001
8115469,2023-04-03 09:05:07+00,2023-04-03 09:05:07.35255+00,50.06168746948242,14.406083106994629,95.24,248.5,-28.97,-2.4000000000000004,18.6,0,4,10,3,1001.8625000000001
8115470,2023-04-03 09:05:08+00,2023-04-03 09:05:08.758705+00,50.061851501464844,14.406044960021973,91.35,248.5,-32.86,-2.8000000000000003,18.400000000000002,0,4,10,3,1002.325
8115471,2023-04-03 09:05:09+00,2023-04-03 09:05:12.089384+00,50.062015533447266,14.405998229980469,94.4,248.5,-29.81,-3.2,18.2,0,4,10,2,1001.9625000000001
8115472,2023-04-03 09:05:10+00,2023-04-03 09:05:12.406237+00,50.06218719482422,14.405960083007812,93.56,248,-30.65,-2.8000000000000003,18.400000000000002,-0.2,4,10,2,1002.0625
8115473,2023-04-03 09:06:15+00,2023-04-03 09:06:16.66874+00,50.07145690917969,14.398396492004395,100.55,249.5,-23.66,2.8000000000000003,19.200000000000003,0.6000000000000001,2,8,2,1001.23125
8115474,2023-04-03 09:06:16+00,2023-04-03 09:06:16.750676+00,50.07164764404297,14.398426055908203,100.23,243.5,-23.98,2.6,18,0,2,9,2,1001.2687500000001
8115475,2023-04-03 09:06:17+00,2023-04-03 09:06:17.48377+00,50.07183837890625,14.398481369018555,102.96,249,-21.25,3.4000000000000004,18,1.4000000000000001,3,9,3,1000.94375
8115476,2023-04-03 09:06:18+00,2023-04-03 09:06:19.087673+00,50.071998596191406,14.398490905761719,101.39,251,-22.82,1,17.8,1,3,9,3,1001.13125
8115477,2023-04-03 09:06:19+00,2023-04-03 09:06:19.783628+00,50.0721549987793,14.398483276367188,100.86,254,-23.35,-0.4,17,1.2000000000000002,3,9,3,1001.19375
8115478,2023-04-03 09:06:20+00,2023-04-03 09:06:20.404034+00,50.07229995727539,14.398445129394531,101.28,257.5,-22.93,-2,16.400000000000002,1,3,9,3,1001.1437500000001
8115479,2023-04-03 09:06:21+00,2023-04-03 09:06:23.768239+00,50.07246017456055,14.39838695526123,102.17,262,-22.04,-3.2,16.2,0.8,3,9,3,1001.0375
8115480,2023-04-03 09:06:22+00,2023-04-03 09:06:23.821517+00,50.07261276245117,14.3983154296875,102.12,263.5,-22.09,-4.2,16.2,0.2,3,10,3,1001.04375
8115481,2023-04-03 09:06:23+00,2023-04-03 09:06:23.883083+00,50.072750091552734,14.398228645324707,104.59,263.5,-19.62,-6.2,15,0.2,3,10,3,1000.75
8115482,2023-04-03 09:06:24+00,2023-04-03 09:06:24.562938+00,50.072872161865234,14.398124694824219,104.75,263.5,-19.46,-7.6000000000000005,14.200000000000001,0,3,10,2,1000.73125
8115483,2023-04-03 09:06:25+00,2023-04-03 09:06:28.593344+00,50.07301330566406,14.39802360534668,104.49,264,-19.72,-7,15.4,0,3,10,2,1000.7625
8115484,2023-04-03 09:06:26+00,2023-04-03 09:06:28.649987+00,50.07315444946289,14.397940635681152,103.75,264,-20.46,-6,15.600000000000001,0,3,10,2,1000.85
8115485,2023-04-03 09:06:27+00,2023-04-03 09:06:28.692939+00,50.073299407958984,14.39786434173584,106.12,264,-18.09,-5.6000000000000005,15.8,0,3,9,2,1000.56875
8115486,2023-04-03 09:08:14+00,2023-04-03 09:08:19.559971+00,50.08671188354492,14.381665229797363,163.31,273,39.1,-1,19.8,3.8000000000000003,2,8,1,993.7875
8115488,2023-04-03 09:08:15+00,2023-04-03 09:08:19.662037+00,50.08699035644531,14.381513595581055,164.05,282,39.84,0.6000000000000001,16.400000000000002,1.4000000000000001,2,8,2,993.7
8115487,2023-04-03 09:08:16+00,2023-04-03 09:08:19.625757+00,50.08723068237305,14.381444931030273,164,291,39.79,2.6,13.600000000000001,0.4,2,8,2,993.7062500000001
8115491,2023-04-03 09:08:17+00,2023-04-03 09:08:19.983399+00,50.087345123291016,14.381461143493652,164.15,296,39.94,3.6,12.600000000000001,0.4,2,8,2,993.6875
8115489,2023-04-03 09:08:18+00,2023-04-03 09:08:19.90912+00,50.08744430541992,14.381402015686035,164.74,302,40.53,5.2,11.4,0.8,2,9,2,993.6187500000001
8115490,2023-04-03 09:08:19+00,2023-04-03 09:08:19.947114+00,50.08760070800781,14.38139820098877,165.05,308.5,40.84,6.6000000000000005,13.200000000000001,1.4000000000000001,3,9,2,993.5812500000001
8115492,2023-04-03 09:08:20+00,2023-04-03 09:08:24.486792+00,50.08772659301758,14.381566047668457,165.58,314,41.37,9.200000000000001,12.4,1.6,3,9,3,993.5187500000001
8115493,2023-04-03 09:08:21+00,2023-04-03 09:08:24.547734+00,50.08780288696289,14.381808280944824,165.58,317,41.37,11.8,10.4,1.2000000000000002,3,9,3,993.5187500000001
8115494,2023-04-03 09:08:22+00,2023-04-03 09:08:24.63143+00,50.08786392211914,14.382054328918457,167.38,318.5,43.17,13,9.200000000000001,0.8,3,9,3,993.3062500000001
8115495,2023-04-03 09:08:23+00,2023-04-03 09:08:24.668472+00,50.08794403076172,14.382241249084473,166.69,319.5,42.48,12.4,9.600000000000001,0.6000000000000001,3,9,3,993.3875
8115496,2023-04-03 09:08:24+00,2023-04-03 09:08:24.741824+00,50.08802795410156,14.382406234741211,168.17,320.5,43.96,10.8,10,0.6000000000000001,3,9,3,993.2125000000001
8115497,2023-04-03 09:08:25+00,2023-04-03 09:08:25.422819+00,50.0881233215332,14.382537841796875,167.06,320.5,42.85,8.8,11.200000000000001,0.6000000000000001,3,9,3,993.34375
8115498,2023-04-03 09:08:26+00,2023-04-03 09:08:27.06593+00,50.088233947753906,14.382641792297363,168.33,320.5,44.12,7,12.200000000000001,0.4,3,9,3,993.19375
8115499,2023-04-03 09:08:27+00,2023-04-03 09:08:27.463682+00,50.088348388671875,14.38271713256836,169.18,320.5,44.97,5,13,0.2,3,9,3,993.09375
8115500,2023-04-03 09:08:28+00,2023-04-03 09:08:28.861077+00,50.08848190307617,14.382769584655762,169.39,322,45.18,3.4000000000000004,14,0.2,3,9,3,993.06875
8115501,2023-04-03 09:08:29+00,2023-04-03 09:08:30.039232+00,50.088619232177734,14.38280963897705,168.65,322,44.44,2.4000000000000004,14.4,0,3,10,3,993.15625
8115502,2023-04-03 09:08:30+00,2023-04-03 09:08:30.826699+00,50.08873748779297,14.38284969329834,173.41,322,49.2,2.6,13.8,0,4,10,4,992.59375
8115503,2023-04-03 09:08:31+00,2023-04-03 09:08:31.495431+00,50.08885192871094,14.382908821105957,170.82,322,46.61,4,12.600000000000001,0,4,10,3,992.9000000000001
8115504,2023-04-03 09:08:32+00,2023-04-03 09:08:32.569503+00,50.088958740234375,14.383003234863281,171.45,322,47.24,6.4,11.8,0,4,10,3,992.825
8115505,2023-04-03 09:08:33+00,2023-04-03 09:08:33.845631+00,50.08906936645508,14.383105278015137,171.03,321.5,46.82,7.4,11.600000000000001,-0.2,4,10,3,992.875
8115506,2023-04-03 09:08:34+00,2023-04-03 09:08:34.920568+00,50.089176177978516,14.383218765258789,171.03,321,46.82,7.800000000000001,12,-0.2,4,10,3,992.875
8115507,2023-04-03 09:08:35+00,2023-04-03 09:08:35.927747+00,50.08929443359375,14.383342742919922,170.34,320.5,46.13,8.4,12.8,-0.4,4,10,4,992.9562500000001
8115508,2023-04-03 09:08:36+00,2023-04-03 09:08:37.069762+00,50.089412689208984,14.383475303649902,169.39,319.5,45.18,9.200000000000001,13.4,-0.4,4,10,4,993.06875
8115509,2023-04-03 09:08:37+00,2023-04-03 09:08:40.556692+00,50.08953094482422,14.383612632751465,169.6,319,45.39,9.8,13.200000000000001,-0.4,4,10,4,993.04375
8115510,2023-04-03 09:08:38+00,2023-04-03 09:08:40.591651+00,50.08964920043945,14.38375473022461,172.88,319,48.67,10,13,-0.2,4,10,4,992.65625
8115512,2023-04-03 09:08:39+00,2023-04-03 09:08:40.810851+00,50.08975601196289,14.383888244628906,170.76,318.5,46.55,9.600000000000001,12.200000000000001,-0.2,4,10,4,992.90625
8115511,2023-04-03 09:08:40+00,2023-04-03 09:08:40.770362+00,50.08986282348633,14.384017944335938,170.23,318,46.02,9.200000000000001,11.600000000000001,-0.2,4,10,4,992.96875
8115513,2023-04-03 09:08:41+00,2023-04-03 09:08:42.25054+00,50.08995819091797,14.384132385253906,167.91,317.5,43.7,8.4,10.600000000000001,-0.2,4,10,3,993.2437500000001
8115514,2023-04-03 09:08:42+00,2023-04-03 09:08:42.358339+00,50.09003448486328,14.384228706359863,165.16,317.5,40.95,6.800000000000001,8.8,-0.2,4,10,4,993.56875
8115515,2023-04-03 09:08:43+00,2023-04-03 09:08:43.922136+00,50.090087890625,14.384294509887695,162.99,317.5,38.78,5.800000000000001,7.800000000000001,0,4,10,3,993.825
8115516,2023-04-03 09:08:44+00,2023-04-03 09:08:44.521393+00,50.09012985229492,14.384329795837402,160.14,317,35.93,4.4,6.2,0,4,10,4,994.1625
8115517,2023-04-03 09:08:45+00,2023-04-03 09:08:48.846126+00,50.09015655517578,14.384344100952148,162.04,317,37.83,3.2,5.4,0,4,10,4,993.9375
8115520,2023-04-03 09:08:46+00,2023-04-03 09:08:49.128697+00,50.09017562866211,14.384346008300781,160.82,317,36.61,2,4.4,0,4,10,4,994.0812500000001
8115518,2023-04-03 09:08:47+00,2023-04-03 09:08:49.0472+00,50.09019088745117,14.384346008300781,161.25,317.5,37.04,1.2000000000000002,3.6,0,4,10,4,994.03125
8115519,2023-04-03 09:08:48+00,2023-04-03 09:08:49.092993+00,50.0901985168457,14.384346008300781,160.61,317.5,36.4,0.6000000000000001,2.8000000000000003,0,4,10,3,994.10625
8115521,2023-04-03 09:08:49+00,2023-04-03 09:08:54.695663+00,50.090206146240234,14.384346961975098,161.25,318,37.04,0.4,2,0,4,10,4,994.03125
8115523,2023-04-03 09:08:50+00,2023-04-03 09:08:56.786088+00,50.09021759033203,14.384346008300781,161.25,318,37.04,0.2,1.8,0,4,10,4,994.03125
8115522,2023-04-03 09:08:51+00,2023-04-03 09:08:56.74952+00,50.09025192260742,14.384337425231934,161.25,318,37.04,0,2.4000000000000004,0,4,10,4,994.03125
8115524,2023-04-03 09:08:52+00,2023-04-03 09:08:56.853034+00,50.09031295776367,14.384308815002441,161.93,318.5,37.72,-0.2,4.2,0,4,10,3,993.95
8115525,2023-04-03 09:08:53+00,2023-04-03 09:08:56.888893+00,50.09038162231445,14.384249687194824,162.41,318.5,38.2,-3,5.2,0,4,10,3,993.8937500000001
8115527,2023-04-03 09:08:54+00,2023-04-03 09:08:57.132622+00,50.0904541015625,14.384169578552246,163.89,319,39.68,-5.2,7.800000000000001,0.2,4,10,3,993.71875
